key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
96,"s1b4",244,1,30005,False,0,0,0,108,3,0,0,0,0,0,50,50,77,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Labyrinthe de Bahamut IV","",5,10,3005,7,112046,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,"s1b5",245,1,30006,False,0,0,0,108,3,0,0,0,0,0,50,50,82,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"le Labyrinthe de Bahamut V","",5,10,3006,8,112047,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,"f1b1",355,1,30007,False,0,0,0,108,3,0,0,0,0,0,50,50,90,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Méandres de Bahamut I","",5,10,3007,9,112038,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,"f1b2",356,1,30008,False,0,0,0,108,3,0,0,0,0,0,50,50,95,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Méandres de Bahamut II","",5,10,3008,10,112039,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,"f1b3",357,1,30009,False,0,0,0,108,3,0,0,0,0,0,50,50,100,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Méandres de Bahamut III","",5,10,3009,11,112040,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,"f1b4",358,1,30010,False,0,0,0,108,3,0,0,0,0,0,50,50,105,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Méandres de Bahamut IV","",5,10,3010,12,112041,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,"l1r2",372,1,30011,False,0,0,0,108,4,0,0,0,0,0,50,50,70,0,False,True,True,True,False,False,False,2,True,False,True,0,False,False,False,True,False,False,False,"la Tour de Cristal - Tour de Syrcus","",5,14,3011,2,112061,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,"f1b1_2",380,1,30012,False,0,0,0,108,3,0,0,0,0,0,50,50,105,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Méandres de Bahamut I (sadique)","",5,12,3012,17,112038,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,"f1b2_2",381,1,30013,False,0,0,0,108,3,0,0,0,0,0,50,50,105,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Méandres de Bahamut II (sadique)","",5,12,3013,18,112039,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,"f1b3_2",382,1,30014,False,0,0,0,108,3,0,0,0,0,0,50,50,105,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Méandres de Bahamut III (sadique)","",5,12,3014,19,112040,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,"f1b4_2",383,1,30015,False,0,0,0,108,3,0,0,0,0,0,50,50,105,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Méandres de Bahamut IV (sadique)","",5,12,3015,20,112041,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,"w1b1",193,1,30016,False,0,0,0,108,3,0,0,0,0,0,50,50,110,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"l'Abîme de Bahamut I","",5,10,3016,13,112069,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,"w1b2",194,1,30017,False,0,0,0,108,3,0,0,0,0,0,50,50,115,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"l'Abîme de Bahamut II","",5,10,3017,14,112070,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,"w1b3",195,1,30018,False,0,0,0,108,3,0,0,0,0,0,50,50,120,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"l'Abîme de Bahamut III","",5,10,3018,15,112071,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,"w1b4",196,1,30019,False,0,0,0,108,3,0,0,0,0,0,50,50,123,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"l'Abîme de Bahamut IV","",5,10,3019,16,112072,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,"l1r3",151,1,30020,False,0,0,0,108,4,0,0,0,0,0,50,50,90,0,False,True,True,True,False,False,False,2,True,False,True,0,False,False,False,True,False,False,False,"la Tour de Cristal - Monde des Ténèbres","",5,14,3020,3,112079,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,"d2a1",442,1,30021,False,1,0,0,108,3,0,0,0,0,0,60,60,170,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Poing du Père","",5,11,3021,40,112095,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,"d2a2",443,1,30022,False,1,0,0,108,3,0,0,0,0,0,60,60,170,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Poignet du Père","",5,11,3022,41,112096,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,"d2a3",444,1,30023,False,1,0,0,108,3,0,0,0,0,0,60,60,170,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Bras du Père","",5,11,3023,42,112097,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,"d2a4",445,1,30024,False,1,0,0,108,3,0,0,0,0,0,60,60,170,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Fardeau du Père","",5,11,3024,43,112098,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,"d2a1_2",449,1,30025,False,1,0,0,108,3,0,0,0,0,0,60,60,190,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Poing du Père (sadique)","",5,13,3025,52,112099,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,"d2a2_2",450,1,30026,False,1,0,0,108,3,0,0,0,0,0,60,60,195,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Poignet du Père (sadique)","",5,13,3026,53,112100,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,"d2a3_2",451,1,30027,False,1,0,0,108,3,0,0,0,0,0,60,60,200,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Bras du Père (sadique)","",5,13,3027,54,112101,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,"d2a4_2",452,1,30028,False,1,0,0,108,3,0,0,0,0,0,60,60,205,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Fardeau du Père (sadique)","",5,13,3028,55,112102,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,"z2r1",508,1,30029,False,1,0,0,108,4,0,0,0,0,0,60,60,175,0,False,True,True,True,False,False,False,2,True,False,True,0,False,False,False,True,False,False,False,"l'Arche du néant","",5,15,3029,30,112118,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,"l1p1",376,1,50001,True,0,0,1,146,7,3,4,0,0,0,30,0,0,0,False,False,True,False,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"les Ruines frontalières (annexion)","",6,3,4007,300,112064,0,-1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,"s2p1",431,1,50004,True,0,0,2,146,7,3,4,0,0,0,30,0,0,0,False,False,True,False,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"le Rocher des tréfonds (invasion)","",6,3,4010,301,112108,0,-1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,"a2fc",512,2,1,False,1,0,0,142,16,0,0,1,67205,0,60,0,179,0,False,True,True,True,False,False,False,4,False,False,True,0,False,False,False,True,False,False,False,"Le Diadème (facile)","",23,0,6001,1,112119,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,"a2fc_2",514,2,2,False,1,0,0,142,16,0,0,1,67205,0,60,0,179,0,False,True,True,True,False,False,False,4,False,False,True,0,False,False,False,True,False,False,False,"Le Diadème","",23,0,6002,2,112120,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,"a2fc_3",515,2,3,False,1,0,0,142,16,0,0,1,67205,0,60,0,179,0,False,True,True,True,False,False,False,4,False,False,True,0,False,False,False,True,False,False,False,"Le Diadème (brutal)","",23,0,6003,3,112121,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,"a2fd",517,1,20037,False,1,0,0,108,3,0,0,0,0,0,60,60,190,0,False,True,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"Unité de contention S1P7","",4,9,2034,114,112126,0,-1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,"a2fd_2",524,1,20038,False,1,0,0,108,3,0,0,0,0,0,60,60,205,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Unité de contention S1P7 (extrême)","",4,20,2035,124,112127,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,"d2a5",520,1,30030,False,1,0,0,108,3,0,0,0,0,0,60,60,200,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Poing du Fils","",5,11,3030,44,112128,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,"d2a6",521,1,30031,False,1,0,0,108,3,0,0,0,0,0,60,60,200,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Poignet du Fils","",5,11,3031,45,112129,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,"d2a7",522,1,30032,False,1,0,0,108,3,0,0,0,0,0,60,60,200,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Bras du Fils","",5,11,3032,46,112130,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,"d2a8",523,1,30033,False,1,0,0,108,3,0,0,0,0,0,60,60,200,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Fardeau du Fils","",5,11,3033,47,112131,0,-1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,"f1d8",519,1,42,False,1,0,0,108,2,0,0,0,0,0,60,60,180,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"les Vestiges de la cité d'Amdapor (brutal)","",2,7,42,51,112124,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,"d2d5",516,1,43,False,1,0,0,108,2,0,0,0,0,0,60,60,180,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"L'Antitour","",2,7,43,50,112125,0,-1,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,"d2a5_2",529,1,30034,False,1,0,0,108,3,0,0,0,0,0,60,60,215,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Poing du Fils (sadique)","",5,13,3034,56,112132,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,"d2a6_2",530,1,30035,False,1,0,0,108,3,0,0,0,0,0,60,60,220,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Poignet du Fils (sadique)","",5,13,3035,57,112133,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,"d2a7_2",531,1,30036,False,1,0,0,108,3,0,0,0,0,0,60,60,225,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Bras du Fils (sadique)","",5,13,3036,58,112134,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,"d2a8_2",532,1,30037,False,1,0,0,108,3,0,0,0,0,0,60,60,225,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"Alexander - Le Fardeau du Fils (sadique)","",5,13,3037,59,112135,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,"s1p2_begin01",537,1,15001,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Éviter les attaques à aire d'effet","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,"s1p2_begin02",538,1,15002,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Générer de l'inimitié avec un combo","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,"s1p2_begin03",539,1,15003,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Effectuer le combo en combat","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,"s1p2_begin04",540,1,15004,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Attirer l'inimitié de plusieurs ennemis sur soi","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,"s1p2_begin05",541,1,15005,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Affronter plusieurs ennemis","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,"s1p2_begin06",542,1,15006,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Générer de l'inimitié à distance","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,"s1p2_begin07",543,1,15007,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Faire face à des renforts ennemis","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,"s1p2_begin08",544,1,15008,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Vaincre un ennemi en assistant des alliés","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,"s1p2_begin09",545,1,15009,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Vaincre un ennemi occupé par un allié","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,"s1p2_begin10",546,1,15010,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Combattre en évitant les attaques ennemies","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,"s1p2_begin11",547,1,15011,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Éliminer les renforts ennemis","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,"s1p2_begin12",548,1,15012,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Interagir avec le décor en combat","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,"s1p2_begin13",549,1,15013,False,0,0,0,142,1,0,0,0,0,0,15,15,0,5,False,False,False,True,False,False,False,0,False,False,True,0,False,False,False,True,False,False,False,"Soigner un allié","",20,0,0,0,112141,0,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
